"image_file","label","wnid","source_class","source_file"
"images/n02089973-English_foxhound__n02089973_1748.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1748.jpg"
"images/n02089973-English_foxhound__n02089973_1763.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1763.jpg"
"images/n02089973-English_foxhound__n02089973_1799.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1799.jpg"
"images/n02089973-English_foxhound__n02089973_1803.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1803.jpg"
"images/n02089973-English_foxhound__n02089973_1841.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1841.jpg"
"images/n02089973-English_foxhound__n02089973_186.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_186.jpg"
"images/n02089973-English_foxhound__n02089973_1877.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1877.jpg"
"images/n02089973-English_foxhound__n02089973_1888.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1888.jpg"
"images/n02089973-English_foxhound__n02089973_1890.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1890.jpg"
"images/n02089973-English_foxhound__n02089973_1907.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1907.jpg"
"images/n02089973-English_foxhound__n02089973_1957.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_1957.jpg"
"images/n02089973-English_foxhound__n02089973_2.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2.jpg"
"images/n02089973-English_foxhound__n02089973_2017.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2017.jpg"
"images/n02089973-English_foxhound__n02089973_2045.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2045.jpg"
"images/n02089973-English_foxhound__n02089973_2054.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2054.jpg"
"images/n02089973-English_foxhound__n02089973_2064.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2064.jpg"
"images/n02089973-English_foxhound__n02089973_2068.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2068.jpg"
"images/n02089973-English_foxhound__n02089973_2073.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2073.jpg"
"images/n02089973-English_foxhound__n02089973_208.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_208.jpg"
"images/n02089973-English_foxhound__n02089973_2093.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2093.jpg"
"images/n02089973-English_foxhound__n02089973_2110.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2110.jpg"
"images/n02089973-English_foxhound__n02089973_2133.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2133.jpg"
"images/n02089973-English_foxhound__n02089973_2150.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2150.jpg"
"images/n02089973-English_foxhound__n02089973_2181.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2181.jpg"
"images/n02089973-English_foxhound__n02089973_2211.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2211.jpg"
"images/n02089973-English_foxhound__n02089973_2249.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2249.jpg"
"images/n02089973-English_foxhound__n02089973_2300.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2300.jpg"
"images/n02089973-English_foxhound__n02089973_2308.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2308.jpg"
"images/n02089973-English_foxhound__n02089973_2322.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2322.jpg"
"images/n02089973-English_foxhound__n02089973_2331.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2331.jpg"
"images/n02089973-English_foxhound__n02089973_2345.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2345.jpg"
"images/n02089973-English_foxhound__n02089973_2397.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2397.jpg"
"images/n02089973-English_foxhound__n02089973_2404.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2404.jpg"
"images/n02089973-English_foxhound__n02089973_2415.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2415.jpg"
"images/n02089973-English_foxhound__n02089973_243.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_243.jpg"
"images/n02089973-English_foxhound__n02089973_2457.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2457.jpg"
"images/n02089973-English_foxhound__n02089973_2476.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2476.jpg"
"images/n02089973-English_foxhound__n02089973_2484.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2484.jpg"
"images/n02089973-English_foxhound__n02089973_2497.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2497.jpg"
"images/n02089973-English_foxhound__n02089973_2500.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2500.jpg"
"images/n02089973-English_foxhound__n02089973_2509.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2509.jpg"
"images/n02089973-English_foxhound__n02089973_251.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_251.jpg"
"images/n02089973-English_foxhound__n02089973_255.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_255.jpg"
"images/n02089973-English_foxhound__n02089973_2551.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2551.jpg"
"images/n02089973-English_foxhound__n02089973_2599.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2599.jpg"
"images/n02089973-English_foxhound__n02089973_2603.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2603.jpg"
"images/n02089973-English_foxhound__n02089973_2608.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2608.jpg"
"images/n02089973-English_foxhound__n02089973_263.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_263.jpg"
"images/n02089973-English_foxhound__n02089973_2633.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2633.jpg"
"images/n02089973-English_foxhound__n02089973_2681.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2681.jpg"
"images/n02089973-English_foxhound__n02089973_270.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_270.jpg"
"images/n02089973-English_foxhound__n02089973_2716.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2716.jpg"
"images/n02089973-English_foxhound__n02089973_2756.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2756.jpg"
"images/n02089973-English_foxhound__n02089973_2781.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2781.jpg"
"images/n02089973-English_foxhound__n02089973_2791.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2791.jpg"
"images/n02089973-English_foxhound__n02089973_2810.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2810.jpg"
"images/n02089973-English_foxhound__n02089973_289.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_289.jpg"
"images/n02089973-English_foxhound__n02089973_2905.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2905.jpg"
"images/n02089973-English_foxhound__n02089973_2943.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_2943.jpg"
"images/n02089973-English_foxhound__n02089973_3037.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_3037.jpg"
"images/n02089973-English_foxhound__n02089973_3040.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_3040.jpg"
"images/n02089973-English_foxhound__n02089973_3055.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_3055.jpg"
"images/n02089973-English_foxhound__n02089973_3074.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_3074.jpg"
"images/n02089973-English_foxhound__n02089973_3089.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_3089.jpg"
"images/n02089973-English_foxhound__n02089973_3113.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_3113.jpg"
"images/n02089973-English_foxhound__n02089973_3119.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_3119.jpg"
"images/n02089973-English_foxhound__n02089973_3120.jpg","English_foxhound","n02089973","n02089973-English_foxhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02089973-English_foxhound\n02089973_3120.jpg"
"images/n02088466-bloodhound__n02088466_10083.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10083.jpg"
"images/n02088466-bloodhound__n02088466_1015.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_1015.jpg"
"images/n02088466-bloodhound__n02088466_10309.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10309.jpg"
"images/n02088466-bloodhound__n02088466_10331.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10331.jpg"
"images/n02088466-bloodhound__n02088466_10335.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10335.jpg"
"images/n02088466-bloodhound__n02088466_10408.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10408.jpg"
"images/n02088466-bloodhound__n02088466_10506.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10506.jpg"
"images/n02088466-bloodhound__n02088466_10545.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10545.jpg"
"images/n02088466-bloodhound__n02088466_10724.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10724.jpg"
"images/n02088466-bloodhound__n02088466_10773.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10773.jpg"
"images/n02088466-bloodhound__n02088466_10831.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10831.jpg"
"images/n02088466-bloodhound__n02088466_10904.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_10904.jpg"
"images/n02088466-bloodhound__n02088466_11398.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_11398.jpg"
"images/n02088466-bloodhound__n02088466_11623.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_11623.jpg"
"images/n02088466-bloodhound__n02088466_11827.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_11827.jpg"
"images/n02088466-bloodhound__n02088466_11903.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_11903.jpg"
"images/n02088466-bloodhound__n02088466_11936.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_11936.jpg"
"images/n02088466-bloodhound__n02088466_12003.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_12003.jpg"
"images/n02088466-bloodhound__n02088466_12353.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_12353.jpg"
"images/n02088466-bloodhound__n02088466_12388.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_12388.jpg"
"images/n02088466-bloodhound__n02088466_1262.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_1262.jpg"
"images/n02088466-bloodhound__n02088466_1473.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_1473.jpg"
"images/n02088466-bloodhound__n02088466_1503.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_1503.jpg"
"images/n02088466-bloodhound__n02088466_1555.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_1555.jpg"
"images/n02088466-bloodhound__n02088466_1563.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_1563.jpg"
"images/n02088466-bloodhound__n02088466_1671.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_1671.jpg"
"images/n02088466-bloodhound__n02088466_1983.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_1983.jpg"
"images/n02088466-bloodhound__n02088466_2030.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_2030.jpg"
"images/n02088466-bloodhound__n02088466_2332.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_2332.jpg"
"images/n02088466-bloodhound__n02088466_2862.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_2862.jpg"
"images/n02088466-bloodhound__n02088466_2908.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_2908.jpg"
"images/n02088466-bloodhound__n02088466_2934.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_2934.jpg"
"images/n02088466-bloodhound__n02088466_2986.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_2986.jpg"
"images/n02088466-bloodhound__n02088466_3032.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_3032.jpg"
"images/n02088466-bloodhound__n02088466_3096.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_3096.jpg"
"images/n02088466-bloodhound__n02088466_3184.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_3184.jpg"
"images/n02088466-bloodhound__n02088466_3217.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_3217.jpg"
"images/n02088466-bloodhound__n02088466_3333.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_3333.jpg"
"images/n02088466-bloodhound__n02088466_3448.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_3448.jpg"
"images/n02088466-bloodhound__n02088466_3568.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_3568.jpg"
"images/n02088466-bloodhound__n02088466_3634.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_3634.jpg"
"images/n02088466-bloodhound__n02088466_4054.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4054.jpg"
"images/n02088466-bloodhound__n02088466_4169.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4169.jpg"
"images/n02088466-bloodhound__n02088466_4178.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4178.jpg"
"images/n02088466-bloodhound__n02088466_4385.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4385.jpg"
"images/n02088466-bloodhound__n02088466_4445.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4445.jpg"
"images/n02088466-bloodhound__n02088466_4731.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4731.jpg"
"images/n02088466-bloodhound__n02088466_4749.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4749.jpg"
"images/n02088466-bloodhound__n02088466_4825.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4825.jpg"
"images/n02088466-bloodhound__n02088466_4907.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_4907.jpg"
"images/n02088466-bloodhound__n02088466_5025.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_5025.jpg"
"images/n02088466-bloodhound__n02088466_5131.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_5131.jpg"
"images/n02088466-bloodhound__n02088466_5212.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_5212.jpg"
"images/n02088466-bloodhound__n02088466_5432.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_5432.jpg"
"images/n02088466-bloodhound__n02088466_5521.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_5521.jpg"
"images/n02088466-bloodhound__n02088466_5784.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_5784.jpg"
"images/n02088466-bloodhound__n02088466_5832.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_5832.jpg"
"images/n02088466-bloodhound__n02088466_5898.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_5898.jpg"
"images/n02088466-bloodhound__n02088466_6096.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6096.jpg"
"images/n02088466-bloodhound__n02088466_6126.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6126.jpg"
"images/n02088466-bloodhound__n02088466_6160.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6160.jpg"
"images/n02088466-bloodhound__n02088466_6231.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6231.jpg"
"images/n02088466-bloodhound__n02088466_6413.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6413.jpg"
"images/n02088466-bloodhound__n02088466_6532.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6532.jpg"
"images/n02088466-bloodhound__n02088466_654.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_654.jpg"
"images/n02088466-bloodhound__n02088466_6623.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6623.jpg"
"images/n02088466-bloodhound__n02088466_6712.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6712.jpg"
"images/n02088466-bloodhound__n02088466_6775.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6775.jpg"
