image_file,label,clean_file,poison_file,clean_path,poison_path,patch_x,patch_y,patch_w,patch_h,patch_opacity
images/n02088466-bloodhound__n02088466_6623.jpg,,images/n02088466-bloodhound__n02088466_6623.jpg,images/n02088466-bloodhound__n02088466_6623.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6623.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6623.jpg,56,78,64,64,0.9500
images/n02088466-bloodhound__n02088466_6712.jpg,,images/n02088466-bloodhound__n02088466_6712.jpg,images/n02088466-bloodhound__n02088466_6712.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6712.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6712.jpg,81,405,64,64,0.9500
images/n02088466-bloodhound__n02088466_6775.jpg,,images/n02088466-bloodhound__n02088466_6775.jpg,images/n02088466-bloodhound__n02088466_6775.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6775.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6775.jpg,216,305,64,64,0.9500
images/n02088466-bloodhound__n02088466_6789.jpg,,images/n02088466-bloodhound__n02088466_6789.jpg,images/n02088466-bloodhound__n02088466_6789.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6789.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6789.jpg,32,197,64,64,0.9500
images/n02088466-bloodhound__n02088466_6834.jpg,,images/n02088466-bloodhound__n02088466_6834.jpg,images/n02088466-bloodhound__n02088466_6834.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6834.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6834.jpg,195,239,64,64,0.9500
images/n02088466-bloodhound__n02088466_6901.jpg,,images/n02088466-bloodhound__n02088466_6901.jpg,images/n02088466-bloodhound__n02088466_6901.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6901.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6901.jpg,270,128,64,64,0.9500
images/n02088466-bloodhound__n02088466_6963.jpg,,images/n02088466-bloodhound__n02088466_6963.jpg,images/n02088466-bloodhound__n02088466_6963.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6963.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6963.jpg,283,5,64,64,0.9500
images/n02088466-bloodhound__n02088466_6972.jpg,,images/n02088466-bloodhound__n02088466_6972.jpg,images/n02088466-bloodhound__n02088466_6972.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6972.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6972.jpg,348,58,64,64,0.9500
images/n02088466-bloodhound__n02088466_6974.jpg,,images/n02088466-bloodhound__n02088466_6974.jpg,images/n02088466-bloodhound__n02088466_6974.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6974.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6974.jpg,349,136,64,64,0.9500
images/n02088466-bloodhound__n02088466_6984.jpg,,images/n02088466-bloodhound__n02088466_6984.jpg,images/n02088466-bloodhound__n02088466_6984.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_6984.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_6984.jpg,98,164,64,64,0.9500
images/n02088466-bloodhound__n02088466_7002.jpg,,images/n02088466-bloodhound__n02088466_7002.jpg,images/n02088466-bloodhound__n02088466_7002.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7002.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7002.jpg,174,57,64,64,0.9500
images/n02088466-bloodhound__n02088466_7004.jpg,,images/n02088466-bloodhound__n02088466_7004.jpg,images/n02088466-bloodhound__n02088466_7004.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7004.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7004.jpg,150,222,64,64,0.9500
images/n02088466-bloodhound__n02088466_7007.jpg,,images/n02088466-bloodhound__n02088466_7007.jpg,images/n02088466-bloodhound__n02088466_7007.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7007.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7007.jpg,80,232,64,64,0.9500
images/n02088466-bloodhound__n02088466_7015.jpg,,images/n02088466-bloodhound__n02088466_7015.jpg,images/n02088466-bloodhound__n02088466_7015.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7015.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7015.jpg,1,134,64,64,0.9500
images/n02088466-bloodhound__n02088466_7032.jpg,,images/n02088466-bloodhound__n02088466_7032.jpg,images/n02088466-bloodhound__n02088466_7032.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7032.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7032.jpg,256,91,64,64,0.9500
images/n02088466-bloodhound__n02088466_7046.jpg,,images/n02088466-bloodhound__n02088466_7046.jpg,images/n02088466-bloodhound__n02088466_7046.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7046.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7046.jpg,259,233,64,64,0.9500
images/n02088466-bloodhound__n02088466_7048.jpg,,images/n02088466-bloodhound__n02088466_7048.jpg,images/n02088466-bloodhound__n02088466_7048.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7048.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7048.jpg,27,320,64,64,0.9500
images/n02088466-bloodhound__n02088466_7091.jpg,,images/n02088466-bloodhound__n02088466_7091.jpg,images/n02088466-bloodhound__n02088466_7091.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7091.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7091.jpg,152,430,64,64,0.9500
images/n02088466-bloodhound__n02088466_7121.jpg,,images/n02088466-bloodhound__n02088466_7121.jpg,images/n02088466-bloodhound__n02088466_7121.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7121.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7121.jpg,327,259,64,64,0.9500
images/n02088466-bloodhound__n02088466_7162.jpg,,images/n02088466-bloodhound__n02088466_7162.jpg,images/n02088466-bloodhound__n02088466_7162.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7162.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7162.jpg,311,101,64,64,0.9500
images/n02088466-bloodhound__n02088466_7167.jpg,,images/n02088466-bloodhound__n02088466_7167.jpg,images/n02088466-bloodhound__n02088466_7167.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7167.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7167.jpg,78,191,64,64,0.9500
images/n02088466-bloodhound__n02088466_7178.jpg,,images/n02088466-bloodhound__n02088466_7178.jpg,images/n02088466-bloodhound__n02088466_7178.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7178.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7178.jpg,82,276,64,64,0.9500
images/n02088466-bloodhound__n02088466_7191.jpg,,images/n02088466-bloodhound__n02088466_7191.jpg,images/n02088466-bloodhound__n02088466_7191.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7191.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7191.jpg,271,0,64,64,0.9500
images/n02088466-bloodhound__n02088466_7195.jpg,,images/n02088466-bloodhound__n02088466_7195.jpg,images/n02088466-bloodhound__n02088466_7195.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7195.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7195.jpg,306,165,64,64,0.9500
images/n02088466-bloodhound__n02088466_7229.jpg,,images/n02088466-bloodhound__n02088466_7229.jpg,images/n02088466-bloodhound__n02088466_7229.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7229.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7229.jpg,250,9,64,64,0.9500
images/n02088466-bloodhound__n02088466_7230.jpg,,images/n02088466-bloodhound__n02088466_7230.jpg,images/n02088466-bloodhound__n02088466_7230.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7230.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7230.jpg,28,92,64,64,0.9500
images/n02088466-bloodhound__n02088466_7234.jpg,,images/n02088466-bloodhound__n02088466_7234.jpg,images/n02088466-bloodhound__n02088466_7234.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7234.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7234.jpg,425,157,64,64,0.9500
images/n02088466-bloodhound__n02088466_7244.jpg,,images/n02088466-bloodhound__n02088466_7244.jpg,images/n02088466-bloodhound__n02088466_7244.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7244.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7244.jpg,122,29,64,64,0.9500
images/n02088466-bloodhound__n02088466_7269.jpg,,images/n02088466-bloodhound__n02088466_7269.jpg,images/n02088466-bloodhound__n02088466_7269.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7269.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7269.jpg,123,290,64,64,0.9500
images/n02088466-bloodhound__n02088466_7344.jpg,,images/n02088466-bloodhound__n02088466_7344.jpg,images/n02088466-bloodhound__n02088466_7344.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7344.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7344.jpg,40,43,64,64,0.9500
images/n02088466-bloodhound__n02088466_7409.jpg,,images/n02088466-bloodhound__n02088466_7409.jpg,images/n02088466-bloodhound__n02088466_7409.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7409.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7409.jpg,374,248,64,64,0.9500
images/n02088466-bloodhound__n02088466_7417.jpg,,images/n02088466-bloodhound__n02088466_7417.jpg,images/n02088466-bloodhound__n02088466_7417.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7417.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7417.jpg,417,35,64,64,0.9500
images/n02088466-bloodhound__n02088466_7421.jpg,,images/n02088466-bloodhound__n02088466_7421.jpg,images/n02088466-bloodhound__n02088466_7421.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7421.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7421.jpg,389,272,64,64,0.9500
images/n02088466-bloodhound__n02088466_7429.jpg,,images/n02088466-bloodhound__n02088466_7429.jpg,images/n02088466-bloodhound__n02088466_7429.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7429.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7429.jpg,196,64,64,64,0.9500
images/n02088466-bloodhound__n02088466_7434.jpg,,images/n02088466-bloodhound__n02088466_7434.jpg,images/n02088466-bloodhound__n02088466_7434.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02088466-bloodhound__n02088466_7434.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02088466-bloodhound__n02088466_7434.jpg,65,243,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1029.jpg,,images/n02089867-Walker_hound__n02089867_1029.jpg,images/n02089867-Walker_hound__n02089867_1029.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1029.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1029.jpg,140,42,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1048.jpg,,images/n02089867-Walker_hound__n02089867_1048.jpg,images/n02089867-Walker_hound__n02089867_1048.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1048.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1048.jpg,135,270,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1062.jpg,,images/n02089867-Walker_hound__n02089867_1062.jpg,images/n02089867-Walker_hound__n02089867_1062.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1062.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1062.jpg,310,216,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1079.jpg,,images/n02089867-Walker_hound__n02089867_1079.jpg,images/n02089867-Walker_hound__n02089867_1079.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1079.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1079.jpg,108,276,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1082.jpg,,images/n02089867-Walker_hound__n02089867_1082.jpg,images/n02089867-Walker_hound__n02089867_1082.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1082.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1082.jpg,51,182,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1105.jpg,,images/n02089867-Walker_hound__n02089867_1105.jpg,images/n02089867-Walker_hound__n02089867_1105.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1105.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1105.jpg,159,204,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1133.jpg,,images/n02089867-Walker_hound__n02089867_1133.jpg,images/n02089867-Walker_hound__n02089867_1133.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1133.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1133.jpg,343,191,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1208.jpg,,images/n02089867-Walker_hound__n02089867_1208.jpg,images/n02089867-Walker_hound__n02089867_1208.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1208.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1208.jpg,112,132,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1212.jpg,,images/n02089867-Walker_hound__n02089867_1212.jpg,images/n02089867-Walker_hound__n02089867_1212.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1212.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1212.jpg,231,61,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1225.jpg,,images/n02089867-Walker_hound__n02089867_1225.jpg,images/n02089867-Walker_hound__n02089867_1225.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1225.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1225.jpg,63,57,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1240.jpg,,images/n02089867-Walker_hound__n02089867_1240.jpg,images/n02089867-Walker_hound__n02089867_1240.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1240.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1240.jpg,32,86,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1243.jpg,,images/n02089867-Walker_hound__n02089867_1243.jpg,images/n02089867-Walker_hound__n02089867_1243.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1243.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1243.jpg,5,117,64,64,0.9500
images/n02089867-Walker_hound__n02089867_126.jpg,,images/n02089867-Walker_hound__n02089867_126.jpg,images/n02089867-Walker_hound__n02089867_126.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_126.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_126.jpg,301,112,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1295.jpg,,images/n02089867-Walker_hound__n02089867_1295.jpg,images/n02089867-Walker_hound__n02089867_1295.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1295.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1295.jpg,3,36,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1310.jpg,,images/n02089867-Walker_hound__n02089867_1310.jpg,images/n02089867-Walker_hound__n02089867_1310.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1310.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1310.jpg,30,58,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1345.jpg,,images/n02089867-Walker_hound__n02089867_1345.jpg,images/n02089867-Walker_hound__n02089867_1345.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1345.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1345.jpg,17,8,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1352.jpg,,images/n02089867-Walker_hound__n02089867_1352.jpg,images/n02089867-Walker_hound__n02089867_1352.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1352.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1352.jpg,169,36,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1368.jpg,,images/n02089867-Walker_hound__n02089867_1368.jpg,images/n02089867-Walker_hound__n02089867_1368.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1368.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1368.jpg,263,60,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1381.jpg,,images/n02089867-Walker_hound__n02089867_1381.jpg,images/n02089867-Walker_hound__n02089867_1381.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1381.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1381.jpg,142,248,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1412.jpg,,images/n02089867-Walker_hound__n02089867_1412.jpg,images/n02089867-Walker_hound__n02089867_1412.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1412.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1412.jpg,219,276,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1416.jpg,,images/n02089867-Walker_hound__n02089867_1416.jpg,images/n02089867-Walker_hound__n02089867_1416.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1416.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1416.jpg,270,584,64,64,0.9500
images/n02089867-Walker_hound__n02089867_142.jpg,,images/n02089867-Walker_hound__n02089867_142.jpg,images/n02089867-Walker_hound__n02089867_142.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_142.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_142.jpg,242,62,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1430.jpg,,images/n02089867-Walker_hound__n02089867_1430.jpg,images/n02089867-Walker_hound__n02089867_1430.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1430.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1430.jpg,401,242,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1438.jpg,,images/n02089867-Walker_hound__n02089867_1438.jpg,images/n02089867-Walker_hound__n02089867_1438.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1438.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1438.jpg,206,208,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1439.jpg,,images/n02089867-Walker_hound__n02089867_1439.jpg,images/n02089867-Walker_hound__n02089867_1439.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1439.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1439.jpg,194,48,64,64,0.9500
images/n02089867-Walker_hound__n02089867_145.jpg,,images/n02089867-Walker_hound__n02089867_145.jpg,images/n02089867-Walker_hound__n02089867_145.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_145.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_145.jpg,49,168,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1452.jpg,,images/n02089867-Walker_hound__n02089867_1452.jpg,images/n02089867-Walker_hound__n02089867_1452.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1452.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1452.jpg,110,181,64,64,0.9500
images/n02089867-Walker_hound__n02089867_146.jpg,,images/n02089867-Walker_hound__n02089867_146.jpg,images/n02089867-Walker_hound__n02089867_146.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_146.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_146.jpg,216,105,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1471.jpg,,images/n02089867-Walker_hound__n02089867_1471.jpg,images/n02089867-Walker_hound__n02089867_1471.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1471.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1471.jpg,119,186,64,64,0.9500
images/n02089867-Walker_hound__n02089867_148.jpg,,images/n02089867-Walker_hound__n02089867_148.jpg,images/n02089867-Walker_hound__n02089867_148.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_148.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_148.jpg,13,25,64,64,0.9500
